Index,Text,Label
327,به نظرتون بعد از مجمع که همین ماهه با چه قیمتی میاد ) ),بدبین
328,وگردشح شاید صف خرید اش سنگین‌تر هم بشه,خوشبین
329,ساکت نیستند در کمین شکار هستند تا یکی مفت بده,خوشبین
330,نامه‌ای که همین الان درباره اومد رو کدال همون نامه‌ای هست که میگفتم شرکت به سازمان ارایه کرده تو این نامه عنوان شده بهای تمام شده خیلی کم شده و در عوض مشکل فروش هم برطرف شده,خوشبین
331,بزرگی به مریدان خود می‌گفت به ظاهر انگشتم که به سوی هدفه خیره نشو بلکه به هدف خیره شو ( بالا پایین شدن قیمت ظاهر سهمه ولی رشد و شکوفایی سهم هدف سهمه ( که به آن ایمان داریم ),خوشبین
332,طاقت بیار پسر,خوشبین
333,هدفش ++,خوشبین
334,باسلام به خدمت دوستان عزیزی که رفتن ودوستان که هنوزم باقشکر هستن به هیچ وجه تا نفروشید اهداف خیلی بالایی امسال داره حتی بالاتر از هم جای رشد داره سرتون کلاه نره بفرشید به هوای نواسان گیری خیالتون راحت انشالله با صبر وحمایت شما دوستان تمام مقاومتهای پیشرو را پودر میکنه واز سه راهش بر میداره توجه کنید تازه اخر هفته اینده گزارش سالیانه ش میاد روی کدال وبا گزارشش خوبی که در راه داره اماده یک پرواز باشکوه ورویایی میشه سهم این طلای سفید مفت از دست ندید ممنون سهام داره چهار ساله هستم تموم بالا پایین هاش دیدم این دفعه خیلی فرق داره با قبلا این مطلب جدی خواهشا جدی بگیرید سهم رویایی گروه قندی بزودی خواهد_شد باقشکر هستیم تا قیمتهای باور نکردنی یاحق,خوشبین
335,روندش کردم خخ,خوشبین
336,ظاهرا اگر حقوقی مشکلی درست نکنه دیگه پایین‌تر از نخواهد_رفت چون واقعا توی این قیمت کسی فروشنده نیست,خوشبین
337,معاون بندر و مناطق ویژه سازمان بنادر با اعلام خروج تایدواتر از بندر شهید رجایی گفت ابلاغیه شرکت برای اپراتوری ترمینال بندر شهید رجایی به این بندر ابلاغ شده و در ترمینال نیز شرکت خصوصی بتا فعال است فقط خواستن یه عده نور چشمی از جا نمونن بخرن,بدبین
338,شاخص قند وشکر هم رو ناحیه‌ای هستش که پتانسیل بازگشتی بسیار بالایی داره ( = ) در کل شرکت‌های قندی مثل و موقعیت صعود خوبی داره و الان رو کف قیمتی خودشون هستند,خوشبین
339,اگر توافق هسته‌ای انجام شود و تحریم‌ها برداشته شوند شرکت سرمایه گذاری صنعت نفت در نیمه دوم سال و سال بسیار سود ده خواهد_بود و قیمت سهم در محدوده / خاطره خواهد_شد,خوشبین
340,مجمع بسیار عالیه اعلام سود هم با تعدیل مثبت,خوشبین
341,قراردادهایی با عراق و پاکستان برای سال بسته,خوشبین
342,سوال مگر تو کی هستی بهت جواب بدم برو پی کارت این سهم با مدیران و هیات مدیره قوی با سهامداران خوب در بین غذایی‌ها غوغا خواهد_کرد امروز چند صد هزار سهم توسط حقوقی حجمع آوری شد این یعنی تا چند روز دیگز قیمت‌های پایین تومان خداحافط منتظر خبرهای هیجانی سهم هم باشید,خوشبین
343,تا اینجا که خوبه ولی برای فرار از محدوده باند پایین بولینگر نیاز به حجم بیشتری دارد ( حجم میلیونی ) مثل,خوشبین
344,بنظرم قیمت سهام قبل از بسته شدن در تاریخ // با این روندی که تاکنون داشته و سهام مشابه حداقل حدود تومان می‌رسه ++,خوشبین
345,سیگنال خرید حد ضرر تومان هدف و,خوشبین
346,واقعا داره خوب معامله میشه و تعداد معدودی نوسانگیر و سهامدار خسته هم که داره رو داره خارج میکنه به قدری فروشنده کم شده که گاهی مواقع با زیر سهم هم صف خرید میشه و باز هم کسی فروشنده نیست,خوشبین
347,دقیقا کف سهم گفتم بخرید امروز و رو از دست ندید از فردا این قیمتا گیر نمیان,خوشبین
348,لعنت به تو لعنت به لعنت به پول لعنت به دل خوش لعنت به بدبختی مردمی که به هر راهی میزنن برا یه زندگیه بهتر که اونم نمیشه لعنت به دل ساده اهالی این کشور صبور لعنت به دروغ‌های بززررگگ,بدبین
349,خرید در منفی‌ها خوبه,خوشبین
350,سهامداران به پشیزی نمی‌ارزند,خوشبین
351,بسته_بودی بهتر بود کاش باز نمیشد,بدبین
352,مهم اینه که این بازی زیاد طول نمیکشه و فنر بدجور فشرده شده و آماده پروازه حقیقی نباید گول این بازیارو بخوره و مفت سهمشو بده بره,خوشبین
353,سلام دوستان شب خوش حالا با وجود بازار منفی نظرتون چیه در موزد فردا اگه + شد تا چقدر بالا میره,خوشبین
354,بزودی پولبک و زدن سقف,خوشبین
355,بابا یک پاسخ بده چرا صاحب نداره این روزها,بدبین
356,شاخص رو از سقوط نجات داد درود بر سهامداران با هوش و قدرتمند این سهام قلدر سهمی برای افراد بزرگ و اقتصاددان سهمی ست که تاثیر گذاری آن بر بازار ملموس و غیر قابل انکار,خوشبین
357,صف فروش سنگین میشه,بدبین
358,کسایی که نگرانید پتروشیمی تقریبا یه واحد پالایشگاهی هست که خوراک بقیه پتروشیمی‌ها رو میکنه و اینقدر فروش داخلی داره که به صادرات متکی نباشه خوراک میده به پتروشیمی و ساسول و بقیه پتروشیمی‌ها با خیال راحت بخرید,خوشبین
359,نوسانگیرهای عزیز فردا هم رو بیارید پایین رو همگی ورود میکنیم,بدبین
360,این سهم بارها فرصت ورود داد و شنبه هم یک فرصت مناسب دیگه برای ورود به سهمه,خوشبین
361,تصویر اندیکاتیرهای روزانه,خوشبین
362,بنا به خیلی دلایل که حوصله ندارم تکرارشون کنم به زودی قیمت بیشتر از انتظار شما بالا خواهد_رفت به لطف خداباز هم تاکید می‌کنم ارزان نفروشید و کمی صبر داشته_باشید وقتی ظرف امروز و دیروز حقوقی حدود میلیون سهم خریده دیگه انتخاب با شما,خوشبین
363,از آنجاییکه شرکت ایران ارقام از دهه شصت تا کنون به عنوان شرکت همکار و برگزیده « وزارت محترم صنعت معدن و تجارت » ( وزارت بازرگانی ) در خصوص ارایه صندوقهای فروشگاهی فعالیت نموده و هم اکنون نیز در رده شرکتهای مورد تایید آن وزارتخانه می‌باشد لذا به منظور ارایه تجهیزات و خدمات مناسب جهت تولید صندوقهای فروشگاهی در کارخانه شرکت واقع در شهرک صنعتی پرند افتخار آن را دارد که عنوان نخستین شرکت تولید کننده داخلی در این زمینه را کسب نموده,خوشبین
364,خدا به زمین سفت بزنتش بفروش ننه قمر بفروش,خوشبین
365,وماح آقا این سهم طلاستت تو بازار پایه با دید ماه دیگه مثل بازگشایی درصد نگی چرا حداکثر خرید ملیون تومن,خوشبین
366,در خدمت شما هستیم با صف خرید,خوشبین
367,افزایش شدید تولید نفت توسط عربستان,بدبین
368,صبح دوستان بخیر,خوشبین
369,/ = و قیمت مناسب که حداقل درصد جای رشد داره و آماده صعود شارپی ولی حقوقیش بازی در میاره ولی باز هم مانع رشدش نمیتونه بشه,خوشبین
370,آقا به این ممد علی دادور دور بعدی رای بدیم سهام هارو روی تومن میخریم,خوشبین
371,بهترین پرتفوی قندی وبقیه قندیها عالی برای ورود و سیگنال خرید بررسی شود,خوشبین
372,آقای حافظی عزیز از زحمات شما بابت تحلیل سهام نهایت تشکر رو دارم,خوشبین
373,آقا فیروز یکم نمیخوای برای خریدارای با پی به‌ای دل بسورنی یکم بورو اونارام راهنمایی کن اونام بنده خدا هستن وجدان داشته باش فقط به سهامدارای یه شرکت انقد لطف نکن محبتتونو تقسیم کنین,خوشبین
374,ایشالا فردا بهتر میشه,خوشبین
375,افزایش دو برابری قیمت کره حیوانی در بازارهای جهانی گرانی کره در راه است آذر دبیر انجمن صنایع لبنی گفت با توجه به افزایش دوبرابری قیمت کره در بازارهای جهانی باید گفت که پس از محاسبات لازم از سوی هییت مدیره نرخ کره داخل افزایش خواهد_یافت,خوشبین
376,چه رنجی میکشه حقوقی به به ) فعلا سهامداری میکنیم,خوشبین
377,صف خرید مبارک دوستان صبور سم پاشی ممنوع حقوقیش جواب شایعات رو داد,خوشبین
378,اولین هدف مفت از دستش ندید,خوشبین
379,امروز خیلی اذیت ولی فردا هم صعود داره,خوشبین
380,میبینم که باز موجی از بدبینی اونم تو حمایت دو لیدر بزرگ خودرویی بوجود آمده آفرین به ب وق چی‌ها و کانالهای تل گرامی که مدعی اند تاثیری در روند هیچ سهمی ندارند بهرحال من شخصا امیدوارم فردا از نا امیدان در ت یا نهایتا دوباره سهم بخرم و اضافه کنم ( نظر شخصی با تحلیل خودتان خرید و فروش کنید ),خوشبین
381,هی دارم میگم جا نمونین بعد بعضیا میفروشن بیچاره‌ها,خوشبین
382,یعنی میشه بعد مجمع با گپ بالا بار شه ( هم سود مجمع هم سود قیمت ) چه شوود,خوشبین
383,این وبلاگ برو بچه‌های آزادس باید با اونا باشیم تا سهمو بکشیم بالا به قیمت واقعی آقایون این سهم قیمت واقعیش بالای هزار تومنه نگاه کنید وبلاگو آزادگان ولایتمدار ( تکریت و بعقوبه ),خوشبین
384,طی روز کاری ک سهم برای مجمع بسته میشه حداقل دو روز صف خرید داریم در این نماد و بنظر بنده حداقل سهم ریال تاچ خواهد_کرد,خوشبین
385,اینکه داره سقوط آزاد میکنه چرا جو میدین الکی,بدبین
386,به نقل از بورکس براساس تفاهم‌نامه منعقده بین پست بانک ایران و مرکز روستایی و مناطق محروم ریاست جمهوری از محل منابع « صندوق مالی خرد روستایی » وام‌های قرض الحسنه به روستاییان می‌شود,خوشبین
387,خداکنه خوب رشد کنه رشدش پایدار باشه,خوشبین
388,بطور حتم نماد از بنیاد خوبی برخوردار هست و با توجه به / پایینی که نماد در روز بازگشایی به خودش میگیره و مطلوبیت بسیار خوبی که برای سهامدار عمده داره به احتمال زیاد در روز یا روزهای پس از بازگشایی این نماد مورد حمایت و رقابت خوب سهامدار ان حقوقی قرار خواهد_گرفت و قیمت را ( همانگونه که قبلا پیش بینی و تحلیل شده_بود ) به حد مطلوب خواهد_رساند به روزهای خوش و خوشحال از سود و گین عالی,خوشبین
389,سهم خوب راهشو میره,خوشبین
390,دوستان من قبلا تو شرکت اتصالات که مربوط به تولید اتصالات لوله پولیکا بود کار میکردم شرکتی کوچک بود با کارگر زمینشم فکر نکنم بیشتر از متر بود دو عدد سوله داشت وبین تا عدد دستگاه تزریق پلاستیک داشت کارخونه به این کوچکی میلیارد مشتری دست به نقد داشت حالا خوتون قضاوت کنید شرکت پلی اکریل با کارگر و هکتار زمین و کلی سوله و کلی دستگاه و داشتن ساختمون تو باید میلیارد سرمایش باشه بی صبرانه منتظر گزارش افزایش سرمایش از تجدید ارزیابی دارایی هستم,خوشبین
391,جا موندی برید کنر بیاد بالا,خوشبین
392,قفل قفل شده اینم نتیجه سهامداری خدا با صابران هست,خوشبین
393,سخنگوی وزارت کشور دولت بنای برگزاری هیچ جشنی ندارد,خوشبین
394,فقط صبر کنید ارزششا داره بسیار,خوشبین
395,ورود حقوقی به,خوشبین
396,تو روزی که بیشتر گروه قرمزه این سهم عالی تازه اول راهه,خوشبین
397,اون چیزی که گفتم فقط دقیقه تاخیر داشت,خوشبین
398,آخرهای وقت روز سه شنبه شاخص کل پالایشیها با برخورد به خط روندی صعودی اندکی به سمت بالا تغییر جهت داد از روز شنبه این حرکت صعودی سرعت بیشتری خواهد_گرفت,خوشبین
399,اگه رو با حجم مناسب رد کنه میره برا ایشالا,خوشبین
400,خبر فوری و مهم در مورد سهم‌های خوب ساختمانی هم اکنون روی خبر گزاری برای شرکت در پنجاه و یکمین نشست کنفرانس امنیتی مونیخ ظریف و معاونانش به مونیخ رفتند/رایزنی ظریف با کری و همتایان اروپایی در +,خوشبین
401,فقط زیر خرید بزنید بدون ریسک++,خوشبین
402,نوسان درصد,خوشبین
403,خبرگزاری مهر - دولت مصوبه تثبیت قیمت‌ کالاهای اساسی را تمدید کرد/ افزایش خودسرانه قیمت‌ها در بازار,بدبین
404,اماده‌ایم ++= بشه هرک فروخت پشیمون شدهه,خوشبین
405,تومنی تا ماه دیگر البته اگر اتفاق سیاسی خاصی نیفته,خوشبین
406,چرا حقوقی نمیخره حتما یه دلیلی داره چرا حمایت نمیکنه,بدبین
407,کسی سهامشو مفت نده قیمت واقعیش بالاتر از این هستش,خوشبین
408,دوستان چرا هیچکس سواد نداره که جواب منو بده ببینید زیان سنگین ریالی را صفر کرده که هیچ ریال هم سود ساخته اونوقت میگن درصد تعدیل مثبت داده اونوقت که سود یک ریالش را کرده ریال میگن درصد تعدیل مثبت داده مگه میشه مگه داریم اگر بر همون مبنا حساب کنیم خود زیان سنگین هم قیمت سهم را صفر کردن یعنی درصد تعدیل مثبت تا تازه به صفر برسه بعد ریال هم سود ساخته یعنی درصد دیگه تعدیل مثبت یعنی درصد تعدیل مثبت داده نه درصد دقت کنید این اختلاف بینهایت فاحش هست یعنی یکی نیست یه محاسبه صحیح ارایه بده این معجزه‌ای که توی شده هم فقط یک دلیل میتونه داشته باشه که کل را سویدی‌ها خریده باشن و عمدا آمار را بالا اعلام نمیکنن که هوهو راه نیفته و روز بازگشایی بتونن بقیه سهم را هم جمع کنن آخه خیلیها جاموندن چون بی مقدمه بسته_شد و مجال ورود به احدالناسی نداد,خوشبین
409,سلام امروز روز مقاومت بود که سهم به سخره بتنی خورد ول امکان بازگشت وجود داره سهم نشون داده حوالی حمایت خوبی داشته و انشالله کمتر از این نخواهد_شد,خوشبین
410,نصرتی تو مفتشی,خوشبین
411,در پایان روز هفتم مذاکرات محمدجوادظریف از توافق طرفین بر سر درصد متن توافق جامع سخن به میان آورد و حتی برخی منابع غربی امروز صبح از توافق بر سر درصد کلیات متن توافق نامه نهایی و مذاکرات درباره جزییات مورد اختلاف خبر دادند,خوشبین
412,تحلیل سیگنال_خرید در تام ماهانه همه چی میزون هست و باهم تطابق داره دقیقا روی فبیوی برگشت لامسب امیدوارم بشه در هفته بعد خرید نماد هم حجم مبنای کمی داره و هم بنیادش خیلی قوی هست باز هم طمع کردیم (,خوشبین
413,ه این نماینده محترم زنگ بزنید و توضیح بدید یعنی چی پیام بدید توکلی,خوشبین
414,بعله,خوشبین
415,داران عزیز صفش بر شما مبارک-من خودم ندارم ولی ناراحت بودم از صف فروش چون دوست ندارم اعضای سایت تو ضرر باشن-برای من هم دعا کنید سبدم سبز بشه-ممنون,خوشبین
416,ماهنوز سهامداری می‌کنیم و در ضرر,خوشبین
417,هدف اول هدف دوم,خوشبین
418,اذر+ پرونده رو می‌بنده وتمومه منبع,خوشبین
419,به نظرتون هدف اولش چنده,خوشبین
420,خعتبار بهترینه شک نکنید,خوشبین
421,البته سازمان از گزارش خواسته که شفاف سازی کنه چون خود سازمان در تعجبه که چرا این سهم به اینصورته,خوشبین
422,کمتر از هزار دیگه مونده,خوشبین
423,سهم خوبی بنیادی عالی داره وحمایت حقوقی امروز صف خریده,خوشبین
424,دارند صف خرید رو عمدا کمش میکنند تا سهامدارانو بترسونند,خوشبین
425,قدمی رو به جلو در تولید برلیانس تولید برلیانس در آغازشد تولید محصول جدید برلیانس سری‌ را با مدل سدان آغاز به گزارش روابط عمومی مهندس محسن رضا باواخانی-مدیر پروژه برلیانس بابیان آغاز تولید برلیانس گفت با تلاش شبانه روزی و اجرای یک برنامه چالشی زیر ساخت‌ها و فرآیندهای تولید آماده و به صورت کامل اجرایی شده_است,خوشبین
426,داره میره که صف بشه,خوشبین
427,با این خوب چرا حقوقی فروشندس یا تعدیل منفی یا کردن صف در قیمت پایین البته دومی محتمل تره چون با گرونی ٪ دلار و افزایش هزینه واردات قطعا باید تعدیل بودجه داشته باشه اونم رو به بالا نظر شما چیست,خوشبین
428,انشاالله خدا ازت نگذره هرکی که داره اینجوری سهم رو خراب میکنه,بدبین
429,سرجمع درصد مثبت++,خوشبین
430,شاخص در حالیکه همه چیز تا درصد گرون شده قانون حقوق کار با درصد افزایش به تومان رسید این نشون میده که اینا به هیچ وجه به فکر مردم نیستن مشکل یازده میلیون جوان مجرد که بخاطر شرایط سخت زندگی و شرایط سخت بانکی روی زمین بود بماند الان رشد جمعیت برعکس شده طرف جرات نمیکنه بچه بکاره فقط ریدن همون بچه تو روز سه هزار تومن براش خرج میندازه با این کار هم زن خانواده باید کار کنه هم مرد یعنی نه خانواده داریم نه امنیت اجتماعی چون فساد بیشتر خواهد_شد,بدبین
431,تو این بازار بخواهد بالای باز شود اگر نسبت به قیمت پایانی زمان توقف درصد هم بخورد زیاد است قبلا این به معادل بود یعنی این خبر پیش خور شده بوده حالا هم شده خوب تقریبا منطقی است قیمت هم باید در همین حول و حوش باشد بعیده استقبال چشمگیری بشود,بدبین
432,کاظمی تصریح پروژه کیفی‌سازی پالایشگاه بندر‌عباس در حال حاضر بیش از درصد رشد داشته و نفت به گاز و بنزین را مطابق با استاندارد یورو تولید می‌کند پروژه کیفی‌سازی بنزین و نفت گاز بندرعباس نیز در بهمن‌ماه تکمیل می‌شود مدیر عامل شرکت ملی پالایش و فرآورده‌های نفتی گفت براساس برنامه‌ریزی پالایشگاه ستاره خلیج محصولات خود را در داخل توزیع می‌کند و مازاد فرآورده‌ها از پالایشگاه آبادان و پالایشگاه بندرعباس صادر خواهد_شد,خوشبین
433,تا گزارش انتخاب اعضا هییت مدیره کدال نره سهم باز نمی‌کنندامور سهام اشتباه کرده این حرف رو زده,خوشبین
434,بابا خیلی سادست شاخصو نجات بدید شبندرو ببندیدو خلاص,خوشبین
435,بهترین سهمی که در این چند هفته خریدم-نقطه ورودم مناسب بود و سیگنال خرید هم صادر شده بود-خخ,خوشبین
436,با دید مدت ( تا ماه ) مشکلی ندارد ولی کسانی که کوتاه مدتی هستند در قیمت تومان بهتر است بفروشند,خوشبین
437,و بقیه رویها فردا صف فروشن روی بدجور در ساعات پایینی ریخت و برعکس نفت رفت بالا فردا کسانی که ریسک پذیرن پالایشی بخرن برای نشست چهارشنبه اوپک توافق بشه نفت بالا میره,بدبین
438,چند هزارتا سهم دیگه خالی شد منم نوش جونم شد البته اگه نفرین فروشنده‌ها بزاره,خوشبین
439,کاهش قیمت بعد از افزایش سرمایه طبیعی هست ضمن اینکه پیش بینی سود سال هم با تعدیل منفی روبرو بوده اما سهم حمایت هایی را هم پیش رو داره و احتمال برگشت پس از مقداری ریزش بیشتر زیاد هست,خوشبین
440,دکتر مانی توصیه به خرید داشته با اهداف بالا,خوشبین
441,دوستان سهم دقیق کی متوقف میشه,خوشبین
442,شایعات در خصوص افزایش سرمایه بانک‌ها از محل تسعیر نرخ ارز در تالار شنیده شده خ,خوشبین
443,با توجه به توجه به تاپیک قبلی سهام یاب - ایده خرید شد به خدا,خوشبین
444,بهترین فرصت خرید++,خوشبین
445,درصداحتمال می‌دم شاخص ازفردامثبت باشه وحداقل تاحوالی هزارروبره شایدهم ان شای الله تاهزارروپیوسته رشدداشت,خوشبین
446,امروز تا اضافه کردمبریم واسه افزایش سرمایه,خوشبین
447,حقوقیاش هم که دست به دست دادن سهم و بکشن پایین تا قبل از مجمع هیچ امیدی بهش نیست,بدبین
448,آنچه که مسلم است سفته بازها در این سهمورود کرده‌اند و این سهم نجومی می‌گردد اودرهای امروز صبح گویای آن است,خوشبین
449,بر اساس اندیکاتور ( اسیلاتور ) اشباع خرید حتمی است و همچنین اصلاح شاخص کل در هفته خواهد_بود لذا قیمتها کاهش می‌یابد صرفا نظر شخصی است,بدبین
450,من که تا خرید کردم,خوشبین
451,شانس اوردیم مثبته وگر نه شاخص منفی می‌شد ),خوشبین
452,عالیه ++,خوشبین
453,زیر تومن بره من که باهاش میرم,خوشبین
454,ان شاالله همیشه صف خرید بمونی,خوشبین
455,اعلام تعدیل مثبت و افزایش سرمایه,خوشبین
456,-دوستان گلم روندش صعودیه و هیچ نترسید *این محمد امین یه شیاد و دروغگو هست *دیدین امروز میخواست را بهتون بندازه -چون اشبا شده و روندش نزولیه ومیاد تا تومان فریبش را نخورید -من نمیگم کسی بخره فق میگ با تحلی ل خودتون و اونهایی که سهم را دارند نفروشید -محمد امین من خون رزان خورم تو خون کسان خوری /انصاف بدین دوستا کدام خونخوارتریم *باور کنید دوستان این خودش پولی ندار داره دلای برای کسی میکنه *محکم واستوار بچسبید به چون طلاست -,خوشبین
457,توزیع درصدی سود نقدی در مجمع //نام شرکت چینی ایران ( ) سال مالی // سود واقعی ریال سود نقدی ریال درصد توزیع سود درصد,خوشبین
458,گپ سنگین موقع بازگشایی بدترین حالت میتونه باشه کاش طی یک روند ثابت ازهمین قیمت بالا بره حد بالا هم براش فعلا متصور نیستم این جور گپ‌ها معمولا زود شروع به پرشدن میکنن,خوشبین
459,اقا باقر اخه الان وقت پرسیدنه بابا بیخیال تودیگه کی هستی تواین گیروویری,خوشبین
460,کیبیسی واقعا معنی رشد شارپی و صف خریدو و و فهمیدیم,بدبین
461,واسه من هنوز تو پورتفو قابل معامله نشده برای کسی هست که امروز جایزه هاش قابل معامله شده باشه,خوشبین
462,خدایا این شادیارو از نگیر,خوشبین
463,سایت سیمان ایران هم از اول تیر گران می‌شود,خوشبین
464,دوستان اکثر خبر نگاریها علت افت بازار امروز رو تحلیل نادرست اخبار ناشی از تحریمها دانستند به نحوی که خود خانوم افخم اعلام دارند اینها تحریم‌ها ربطی به توافق ژنو ندارد و موضوع چیز دیگری است مرگ بر اوباما و نتانیاهو,خوشبین
465,حیدر کرار ورود مجددت مبارک به توییت امیدوارم با افکار جدید و البته مثبت ورود کنی و سود کنی,خوشبین
466,امروز روز نوسان گیرها بود-البرز در کل روندش مثبته ولی یه چیزی تو مایه‌های وبصادره البته یه ذره بهتر-ولی هیچوقت ضرر نمیده,خوشبین
467,که در گزارش ماهه خود ریال پوشش داده_است که تقریبا نزدیک به ٪ می‌باشد بازم با این گزارش خوب بفروشید,خوشبین
468,شاخص به ابو عبید گفتم مرا فن تحلیل وتفسیر شعروداستان آموختن گفت سهامیاب رو وآموز گفتم علم تجارت اقتصاد تکنیکال ومالی آموز گفت سهامیاب گفتمش مصاحبت با استاد خواهم_گفت سهامیاب از کوره بدر شدم گفتم یا شیخ هر چه گفتم فرمودی سهامیاب حالا سیوال اصلی اینست در سهامیاب چه را نمی‌یابم گفت سود دنیا وآخرت را اگر پند گرفتی که خوشا به حالت وگر نگرفتی همین رابگیر که نه خیر در دنیا دارد ونه در عقبی طاعات وعبادات در این شبهای رحمت ومغفرت قبول وسایر منسوبین,خوشبین
469,( باز ) خرید چهارشنبه مهر + تکمباح -- سهام نام برده تا باریدن برف از آسمان نگهداری شوند مگه اینکه با یک تعدیل اساسی مثبت روبرو شده که در اون صورت بهتره از سهم خارج شد --و نیز یادتون باشه در همه پیشبینی‌ها بر اساس قوانین احتماله و من از علم غیب استفاده نمیکنم,خوشبین
470,درصد خرید توسط حقوقی,خوشبین
471,سلام من فقط اومدم اینجا تا به یه چند تا از دوستان سلامی عرض کنم و بهشون بگم وقتی یه چیزی بهتون میگن اصرار به حرف خودتون نداشته باشیدچند روز قبل به اشتباه داشتم با یه عده ا ح م ق چانه میزدم که البته درس عبرت شد برام**ذوب توی صف خرید امروز خریدن دارد والسلام**,خوشبین
472,حجم تقاضا‌ها رو داشته_باشید,خوشبین
473,خود رییس کمیسیون اقتصادی مجلس گفته معافیت مالیاتی افزایش سرمایه از تجدید ارزیابی‌ها تمدید میشه دوستان خوبم یک فرصت استثنایی به وجود اومده برید خبرگزاری رو بخونید گفته تمدید میشه ازینورم مدیرعامل پلی اکریل گفته اگه تمدید بشه یکبار دیگه افزایش سرمایه رو پیگیر میشه با ورود نقدینگی میلیون دلاری واای چه شود فکرشو بکنید در مورد هم معافیت مالیاتی سال بعد میترکونه,خوشبین
474,تا دقایقی دیگر ورود به شاخص,خوشبین
475,معنیش چیه دغدغه,خوشبین
476,اگه نقدید بخرید نگذارید تو این قیمتها گیر حقوقی بیاد,خوشبین
477,همه دارند سفارش میذارند,خوشبین
478,به سلامتی صف خریدش هم شروع شد,خوشبین
479,بزودی این‌ها که فروختن باید تو صف خرید جمع کنن,خوشبین
480,داره میره به سمت صف فروش,بدبین
481,آقا عجب بازاری شده همه سهما خواستنین,خوشبین
482,چه میکنهه از منفی کامل به مثبت سهمای کوچیک خیلی راحت نوسان میدن,خوشبین
483,حسن زاده ( ) کمتر از یک دقیقه پیش خبر‌های خوب از مجلس برای پتروشیمی‌ها در را ه است++,خوشبین
484,سهم خوبیه تا راحت بالا میره,خوشبین
485,مایکل مان گفت ظریف و اشتون جهت قرایت بیانیه مشترک در ساعت بامداد کنفرانس خبری برگزار می‌شود,خوشبین
486,آقا امین مبارکت شرکت تعدیل مثبت داد,خوشبین
487,گزارش جدید و پیش بینی افزایش سود آوری در,خوشبین
488,تا تومن هنوز کار داره تا الان تورمو و بی ارزشی پولمونو شکسته,خوشبین
489,امروز تو این بازار منفی حمایت شد هم رشد میکنه به احتمال زیاد,خوشبین
490,منم رد کردم رفت تو صف ولی اینشالاه سهام داراش بیشتر سود کنن با میمونیم تا ببینیم چی میشه,خوشبین
491,این سهم نیست که تو کف قیمت اردر فروش گذاشتین |,خوشبین
492,روند صعودی تایید شده پیشاپیش خریدتان مبارک باشه,خوشبین
493,تعدیل منفی درصدی دیده بان بازار,بدبین
494,سقف تاریخیشو شکسته و شکستش هم معتبر است ولی امروز صفش رو از دست داد شاید فردا دوباره صف بشه شاید هم پس از یک اصلاح کوچولو برگرده به هر حال صعودش تا حتمییه,خوشبین
495,اعتصاب اعضای مثل اینکه بهم خورده که صف جمع شد,خوشبین
496,++= جا نمونیدد,خوشبین
497,ناظر کوری مگه چرا نماداشونو نمیبندی منتظری حقوقی مفت خری کنه ببند گند زدن به قیمتا,خوشبین
498,به فروش الان حقوقی نگاه نکنید به خریدش از ساعت نگاه کنید,خوشبین
499,معاملات خیلی مشکوکه یه خبری هست فردا یا پس فردا صف بشه دیگه با اطمینان میشه گفت یه خبری هست دو روز صبر کنید,خوشبین
500,و نفت فروش ممنوع,خوشبین
501,فروشنده حقوقی اززیرمجموعه‌های گروه صنعتی گلرنگ میباشد,خوشبین
502,کیبیسی,خوشبین
503,دوستان سهم خشک شده از فروشنده امروز دیدید هرچی صف خریدو انگولک کردند تا یکی پیدا بشه بفروشه هیچ فروشنده‌ای پیدا نشد که نشد صف خرید هزارتایی کردند هزارتا واز صف خارج شدن به اینکه صف عرضه بشه اما دیدید که هیچ کس فروشنده نبود,خوشبین
504,نفروشیدحتما میره بالا,بدبین
505,وسکابح ولی یادتون باشه گروه سرمایه گذاری‌ها همشون گشنه ان یعنی کارشون نوعی دلال بازیست بخاطر اون حقوقیای همشون بی عرضه ان همیشه گروه صنعت وتک سهمیهای بازار باعرضه تراز بانکها وسرمایه گذاریها میباشند زیاد توسرمایه گزاریها سرمایه گزاری نکنید,بدبین
506,همچنان در روند صعودی می‌تازد دوستان شاید خیلی‌ها فکر می‌کنند که از تومان اومده و با درصد رشد ریسک خریدش زیاده در نگاه اول حرفتان درست است اما اگر دقیق‌تر نگاه کنیم منظورم دید تابلو خوانی است و به حجم‌ها دقت کنیم می‌توان فهمید بیشتر حجم مبادله این سهم در قیمت بوده و در قیمت‌های حدود بسیار کمتر معامله شده یعنی کف اصلی سهم سهامدار می‌باشد و ریسک زیادی الان برای خرید نیست در ثانی بازار ب سود‌های درصدی را دیدیم و می‌دانیم همه این سودها محصول خبر‌های خوب سهم است و اگر سهمی خبری داشته_باشد رشد دارد من به شخصه دوستان را به سهامداری و تکمیل خرید تشویق می‌کنم,خوشبین
507,علی آقا خداروشکر خیلی خوب شد,بدبین
508,فروش حقوقی تموم شد,خوشبین
509,کارش خیلی درسته حالا ببینید++,خوشبین
510,آسپ پله اول با اخذ مجوز تغییر کاربری تومان,خوشبین
